time,site,plot,transect,tran_length,species,ht,crown_axis_1,crown_axis_2,slope
2020,A,024,270,30,NODE,0.1,0.25,0.14,22
2020,A,024,270,30,NODE,0.1,0.18,0.15,22
2020,B,016,000,30,OTHER,0.25,0.12,0.05,4
2020,B,016,000,30,OTHER,0.25,0.08,0.07,4
2020,B,016,000,30,OTHER,0.5,0.26,0.14,4
2020,B,016,000,30,OTHER,0.5,0.39,0.2,4
2020,B,016,000,30,OTHER,0.5,0.39,0.22,4
2020,B,016,000,30,OTHER,0.25,0.29,0.24,4
2020,B,016,000,30,OTHER,0.5,0.25,0.18,4
2020,B,016,000,30,OTHER,0.25,0.17,0.09,4
2020,B,016,000,30,OTHER,0.5,0.43,0.27,4
2020,B,016,000,30,OTHER,0.5,0.25,0.25,4
2020,B,016,000,30,OTHER,0.5,0.51,0.28,4
2020,B,016,000,30,OTHER,0.5,0.29,0.15,4
2020,A,021,000,30,NODE,1,1.2,1.13,2
2020,A,021,000,30,NODE,1.5,1.45,1.3,2
2020,A,021,270,30,OTHER,0.25,1.28,0.39,10
2020,A,021,270,30,NODE,0.25,1.74,0.74,10
2020,A,021,270,30,NODE,1.25,2.96,1.67,10
2020,A,021,180,30,NODE,1.5,2.3,1.9,5
2020,A,001,000,30,NONE,NA,NA,NA,11
2020,A,001,090,30,NONE,NA,NA,NA,21
2020,A,001,180,30,NONE,NA,NA,NA,5
2020,A,001,270,30,NONE,NA,NA,NA,32
2020,A,005,270,30,NONE,NA,NA,NA,13
2020,A,021,090,30,NONE,NA,NA,NA,5
